Trimestre,Estado,Ingreso en millones de dolares
01/04/2014,Estado de México,373.9506
01/07/2014,Estado de México,370.9478
01/10/2014,Estado de México,381.5085
01/01/2015,Estado de México,369.4966
01/04/2015,Estado de México,397.8039
01/07/2015,Estado de México,405.7588
01/10/2015,Estado de México,386.2712
01/01/2016,Estado de México,380.2463
01/04/2016,Estado de México,416.0994
01/07/2016,Estado de México,399.2367
01/10/2016,Estado de México,411.3639
01/01/2017,Estado de México,411.0159
01/04/2017,Estado de México,454.8711
01/07/2017,Estado de México,449.0991
01/10/2017,Estado de México,462.7584
01/01/2018,Estado de México,415.6999
01/04/2018,Estado de México,510.651
01/07/2018,Estado de México,479.9084
01/10/2018,Estado de México,506.081
01/01/2019,Estado de México,454.6927
01/04/2019,Estado de México,539.1927
01/07/2019,Estado de México,542.1137
01/10/2019,Estado de México,518.8503
01/01/2020,Estado de México,540.7642
01/04/2020,Estado de México,531.9255
01/07/2020,Estado de México,692.7393
01/10/2020,Estado de México,650.2149
01/01/2021,Estado de México,628.8026
01/04/2021,Estado de México,783.5919
01/01/2003,Guanajuato,287.6171
01/04/2003,Guanajuato,379.5424
01/07/2003,Guanajuato,388.6516
01/10/2003,Guanajuato,351.6461
01/01/2004,Guanajuato,353.0338
01/04/2004,Guanajuato,483.5346
01/07/2004,Guanajuato,484.5806
01/10/2004,Guanajuato,406.8386
01/01/2005,Guanajuato,392.3325
01/04/2005,Guanajuato,526.3812
01/07/2005,Guanajuato,516.7954
01/10/2005,Guanajuato,469.2516
01/01/2006,Guanajuato,487.7
01/04/2006,Guanajuato,646.0754
01/07/2006,Guanajuato,629.0415
01/10/2006,Guanajuato,548.3864
01/01/2007,Guanajuato,528.8281
01/04/2007,Guanajuato,658.5406
01/07/2007,Guanajuato,644.9786
01/10/2007,Guanajuato,556.6485
01/01/2008,Guanajuato,521.8886
01/04/2008,Guanajuato,646.4238
01/07/2008,Guanajuato,595.8876
01/10/2008,Guanajuato,553.4678
01/01/2009,Guanajuato,499.6042
01/04/2009,Guanajuato,528.1867
01/07/2009,Guanajuato,497.4493
01/10/2009,Guanajuato,419.6305
01/01/2010,Guanajuato,432.7083
01/04/2010,Guanajuato,555.4349
01/07/2010,Guanajuato,525.4313
01/10/2010,Guanajuato,467.7576
01/01/2011,Guanajuato,473.4079
01/04/2011,Guanajuato,581.9586
01/07/2011,Guanajuato,586.8589
01/10/2011,Guanajuato,513.561
01/01/2012,Guanajuato,499.9676
01/04/2012,Guanajuato,631.7379
01/07/2012,Guanajuato,515.627
01/10/2012,Guanajuato,490.9629
01/01/2013,Guanajuato,451.9885
01/04/2013,Guanajuato,568.0388
01/07/2013,Guanajuato,509.1018
01/10/2013,Guanajuato,478.4533
01/01/2014,Guanajuato,489.301
01/04/2014,Guanajuato,564.3787
01/07/2014,Guanajuato,544.2585
01/10/2014,Guanajuato,498.5246
01/01/2015,Guanajuato,509.2074
01/04/2015,Guanajuato,540.9624
01/07/2015,Guanajuato,612.6407
01/10/2015,Guanajuato,555.652
01/01/2016,Guanajuato,550.7371
01/04/2016,Guanajuato,628.0464
01/07/2016,Guanajuato,625.5936
01/10/2016,Guanajuato,607.7674
01/01/2017,Guanajuato,606.8908
01/04/2017,Guanajuato,706.9571
01/07/2017,Guanajuato,707.4835
01/10/2017,Guanajuato,752.2154
01/01/2018,Guanajuato,633.4854
01/04/2018,Guanajuato,832.0547
01/07/2018,Guanajuato,773.9867
01/10/2018,Guanajuato,818.3405
01/01/2019,Guanajuato,695.5197
01/04/2019,Guanajuato,863.8333
01/07/2019,Guanajuato,907.2957
01/10/2019,Guanajuato,855.263
01/01/2020,Guanajuato,822.3762
01/04/2020,Guanajuato,917.2354
01/07/2020,Guanajuato,847.8681
01/10/2020,Guanajuato,881.2511
01/01/2021,Guanajuato,860.4866
01/04/2021,Guanajuato,"1,096.93"
01/01/2003,Guerrero,197.8474
01/04/2003,Guerrero,223.6489
01/07/2003,Guerrero,224.0639
01/10/2003,Guerrero,231.8889
01/01/2004,Guerrero,220.3849
01/04/2004,Guerrero,271.1678
01/07/2004,Guerrero,266.8503
01/10/2004,Guerrero,259.9445
01/01/2005,Guerrero,256.9729
01/04/2005,Guerrero,311.2756
01/07/2005,Guerrero,300.0687
01/10/2005,Guerrero,306.2901
01/01/2006,Guerrero,325.5995
01/04/2006,Guerrero,391.7443
01/07/2006,Guerrero,370.9933
01/10/2006,Guerrero,367.3848
01/01/2007,Guerrero,345.3268
01/04/2007,Guerrero,388.7175
01/07/2007,Guerrero,389.3539
01/10/2007,Guerrero,366.1606
01/01/2008,Guerrero,340.0444
01/04/2008,Guerrero,388.7503
01/07/2008,Guerrero,351.1277
01/10/2008,Guerrero,355.5396
01/01/2009,Guerrero,318.9848
01/04/2009,Guerrero,310.4665
01/07/2009,Guerrero,295.5771
01/10/2009,Guerrero,275.2327
01/01/2010,Guerrero,277.8127
01/04/2010,Guerrero,337.0437
01/07/2010,Guerrero,302.8649
01/10/2010,Guerrero,283.7603
01/01/2011,Guerrero,294.2487
01/04/2011,Guerrero,342.1935
01/07/2011,Guerrero,329.2488
01/10/2011,Guerrero,296.6662
01/01/2012,Guerrero,303.9454
01/04/2012,Guerrero,343.6958
01/07/2012,Guerrero,287.3849
01/10/2012,Guerrero,295.984
01/01/2013,Guerrero,281.207
01/04/2013,Guerrero,332.1242
01/07/2013,Guerrero,287.8894
01/10/2013,Guerrero,304.039
01/01/2014,Guerrero,284.4901
01/04/2014,Guerrero,314.669
01/07/2014,Guerrero,317.5415
01/10/2014,Guerrero,286.7815
01/01/2015,Guerrero,285.092
01/04/2015,Guerrero,338.5628
01/07/2015,Guerrero,329.6718
01/10/2015,Guerrero,323.3599
01/01/2016,Guerrero,333.3327
01/04/2016,Guerrero,359.7286
01/07/2016,Guerrero,329.3159
01/10/2016,Guerrero,347.7921
01/01/2017,Guerrero,357.8801
01/04/2017,Guerrero,383.9982
01/07/2017,Guerrero,361.4163
01/10/2017,Guerrero,386.9369
01/01/2018,Guerrero,364.2111
01/04/2018,Guerrero,437.3341
01/07/2018,Guerrero,391.0645
01/10/2018,Guerrero,427.5896
01/01/2019,Guerrero,397.4558
01/04/2019,Guerrero,461.2332
01/07/2019,Guerrero,453.137
01/10/2019,Guerrero,444.7929
01/01/2020,Guerrero,472.5111
01/04/2020,Guerrero,452.0717
01/07/2020,Guerrero,485.1573
01/10/2020,Guerrero,532.1243
01/01/2021,Guerrero,540.7533
01/04/2021,Guerrero,660.2454
01/01/2003,Hidalgo,117.1057
01/04/2003,Hidalgo,160.3518
01/07/2003,Hidalgo,172.8014
01/10/2003,Hidalgo,158.1896
01/01/2004,Hidalgo,138.3583
01/04/2004,Hidalgo,204.3108
01/07/2004,Hidalgo,206.1733
01/10/2004,Hidalgo,176.7416
01/01/2005,Hidalgo,158.8898
01/04/2005,Hidalgo,222.4077
01/07/2005,Hidalgo,225.2904
01/10/2005,Hidalgo,208.3946
01/01/2006,Hidalgo,206.8253
01/04/2006,Hidalgo,277.8944
01/07/2006,Hidalgo,263.7453
01/10/2006,Hidalgo,234.3818
01/01/2007,Hidalgo,238.9438
01/04/2007,Hidalgo,299.6473
01/07/2007,Hidalgo,297.2539
01/10/2007,Hidalgo,256.3808
01/01/2008,Hidalgo,216.0516
01/04/2008,Hidalgo,268.6124
01/07/2008,Hidalgo,245.0883
01/10/2008,Hidalgo,231.2179
01/01/2009,Hidalgo,190.9996
01/04/2009,Hidalgo,206.1857
01/07/2009,Hidalgo,193.3901
01/10/2009,Hidalgo,161.4905
01/01/2010,Hidalgo,155.0171
01/04/2010,Hidalgo,202.8274
01/07/2010,Hidalgo,192.7422
01/10/2010,Hidalgo,164.925
01/01/2011,Hidalgo,160.713
01/04/2011,Hidalgo,208.5627
01/07/2011,Hidalgo,213.2398
01/10/2011,Hidalgo,180.1462
01/01/2012,Hidalgo,167.144
01/04/2012,Hidalgo,220.8771
01/07/2012,Hidalgo,174.977
01/10/2012,Hidalgo,158.4901
01/01/2013,Hidalgo,133.5088
01/04/2013,Hidalgo,167.6663
01/07/2013,Hidalgo,169.4825
01/10/2013,Hidalgo,159.4831
01/01/2014,Hidalgo,134.5344
01/04/2014,Hidalgo,164.4866
01/07/2014,Hidalgo,190.0364
01/10/2014,Hidalgo,231.4415
01/01/2015,Hidalgo,180.902
01/04/2015,Hidalgo,182.7953
01/07/2015,Hidalgo,192.6684
01/10/2015,Hidalgo,171.329
01/01/2016,Hidalgo,166.5018
01/04/2016,Hidalgo,201.3261
01/07/2016,Hidalgo,201.0946
01/10/2016,Hidalgo,194.824
01/01/2017,Hidalgo,189.1456
01/04/2017,Hidalgo,214.6278
01/07/2017,Hidalgo,214.0477
01/10/2017,Hidalgo,216.851
01/01/2018,Hidalgo,185.0761
01/04/2018,Hidalgo,249.0207
01/07/2018,Hidalgo,234.2932
01/10/2018,Hidalgo,236.5755
01/01/2019,Hidalgo,201.5517
01/04/2019,Hidalgo,254.7647
01/07/2019,Hidalgo,266.9913
01/10/2019,Hidalgo,239.001
01/01/2020,Hidalgo,232.7981
01/04/2020,Hidalgo,249.9561
01/07/2020,Hidalgo,277.1654
01/10/2020,Hidalgo,263.0243
01/01/2021,Hidalgo,253.3405
01/04/2021,Hidalgo,325.3265
01/01/2003,Jalisco,281.2503
01/04/2003,Jalisco,363.3593
01/07/2003,Jalisco,372.2595
01/10/2003,Jalisco,318.196
01/01/2004,Jalisco,314.2456
01/04/2004,Jalisco,390.9972
01/07/2004,Jalisco,383.6351
01/10/2004,Jalisco,373.3512
01/01/2005,Jalisco,374.5538
01/04/2005,Jalisco,438.8012
01/07/2005,Jalisco,440.7185
01/10/2005,Jalisco,441.6665
01/01/2006,Jalisco,451.9396
01/04/2006,Jalisco,520.156
01/07/2006,Jalisco,502.4231
01/10/2006,Jalisco,500.9563
01/01/2007,Jalisco,483.6008
01/04/2007,Jalisco,520.4847
01/07/2007,Jalisco,511.0421
01/10/2007,Jalisco,481.5331
01/01/2008,Jalisco,453.3153
01/04/2008,Jalisco,507.8915
01/07/2008,Jalisco,473.5364
01/10/2008,Jalisco,480.0506
01/01/2009,Jalisco,455.3365
01/04/2009,Jalisco,448.9797
01/07/2009,Jalisco,409.8681
01/10/2009,Jalisco,380.9075
01/01/2010,Jalisco,413.4921
01/04/2010,Jalisco,470.3065
01/07/2010,Jalisco,444.3774
01/10/2010,Jalisco,427.3934
01/01/2011,Jalisco,438.0735
01/04/2011,Jalisco,486.7138
01/07/2011,Jalisco,504.2452
01/10/2011,Jalisco,466.7539
01/01/2012,Jalisco,463.4339
01/04/2012,Jalisco,542.9039
01/07/2012,Jalisco,436.4033
01/10/2012,Jalisco,440.7644
01/01/2013,Jalisco,402.7842
01/04/2013,Jalisco,479.9296
01/07/2013,Jalisco,438.796
01/10/2013,Jalisco,433.5058
01/01/2014,Jalisco,459.3074
01/04/2014,Jalisco,489.0293
01/07/2014,Jalisco,464.1249
01/10/2014,Jalisco,547.3912
01/01/2015,Jalisco,539.3932
01/04/2015,Jalisco,505.4824
01/07/2015,Jalisco,577.65
01/10/2015,Jalisco,551.5886
01/01/2016,Jalisco,587.3121
01/04/2016,Jalisco,651.8037
01/07/2016,Jalisco,636.1883
01/10/2016,Jalisco,645.498
01/01/2017,Jalisco,652.4474
01/04/2017,Jalisco,720.1047
01/07/2017,Jalisco,727.2037
01/10/2017,Jalisco,781.6861
01/01/2018,Jalisco,710.564
01/04/2018,Jalisco,906.6662
01/07/2018,Jalisco,800.3391
01/10/2018,Jalisco,887.2411
01/01/2019,Jalisco,782.9951
01/04/2019,Jalisco,909.4205
01/07/2019,Jalisco,942.5295
01/10/2019,Jalisco,902.0227
01/01/2020,Jalisco,989.6766
01/04/2020,Jalisco,"1,043.21"
01/07/2020,Jalisco,"1,038.71"
01/10/2020,Jalisco,"1,081.60"
01/01/2021,Jalisco,"1,166.85"
01/04/2021,Jalisco,"1,325.76"
01/01/2003,Michoacán,394.2626
01/04/2003,Michoacán,466.3701
01/07/2003,Michoacán,473.9192
01/10/2003,Michoacán,452.9158
01/01/2004,Michoacán,474.7085
01/04/2004,Michoacán,630.2875
01/07/2004,Michoacán,615.119
01/10/2004,Michoacán,561.2882
01/01/2005,Michoacán,532.1029
01/04/2005,Michoacán,652.5181
01/07/2005,Michoacán,642.3117
01/10/2005,Michoacán,615.4683
01/01/2006,Michoacán,595.8028
01/04/2006,Michoacán,674.4036
01/07/2006,Michoacán,641.4188
01/10/2006,Michoacán,592.067
01/01/2007,Michoacán,580.2547
01/04/2007,Michoacán,645.1319
01/07/2007,Michoacán,635.3457
01/10/2007,Michoacán,575.0728
01/01/2008,Michoacán,567.874
01/04/2008,Michoacán,656.0174
01/07/2008,Michoacán,611.5091
01/10/2008,Michoacán,613.4618
01/01/2009,Michoacán,563.8988
01/04/2009,Michoacán,558.7366
01/07/2009,Michoacán,530.2964
01/10/2009,Michoacán,479.3517
01/01/2010,Michoacán,496.9437
01/04/2010,Michoacán,585.3163
01/07/2010,Michoacán,549.6632
01/10/2010,Michoacán,512.5789
01/01/2011,Michoacán,517.7296
01/04/2011,Michoacán,584.8513
01/07/2011,Michoacán,590.787
01/10/2011,Michoacán,551.6884
01/01/2012,Michoacán,539.7554
01/04/2012,Michoacán,635.5297
01/07/2012,Michoacán,520.0262
01/10/2012,Michoacán,514.0446
01/01/2013,Michoacán,473.2018
01/04/2013,Michoacán,557.0199
01/07/2013,Michoacán,508.3566
01/10/2013,Michoacán,510.145
01/01/2014,Michoacán,516.3998
01/04/2014,Michoacán,560.7314
01/07/2014,Michoacán,560.1193
01/10/2014,Michoacán,606.7766
01/01/2015,Michoacán,602.9751
01/04/2015,Michoacán,585.7803
01/07/2015,Michoacán,660.3542
01/10/2015,Michoacán,638.5099
01/01/2016,Michoacán,643.1071
01/04/2016,Michoacán,702.6053
01/07/2016,Michoacán,682.2493
01/10/2016,Michoacán,717.467
01/01/2017,Michoacán,701.9936
01/04/2017,Michoacán,761.6517
01/07/2017,Michoacán,748.2775
01/10/2017,Michoacán,826.0102
01/01/2018,Michoacán,731.1634
01/04/2018,Michoacán,909.449
01/07/2018,Michoacán,821.8907
01/10/2018,Michoacán,943.1765
01/01/2019,Michoacán,789.5198
01/04/2019,Michoacán,921.3376
01/07/2019,Michoacán,959.3305
01/10/2019,Michoacán,952.954
01/01/2020,Michoacán,963.2352
01/04/2020,Michoacán,"1,009.03"
01/07/2020,Michoacán,995.8123
01/10/2020,Michoacán,"1,087.60"
01/01/2021,Michoacán,"1,047.64"
01/04/2021,Michoacán,"1,273.03"
01/01/2003,Morelos,82.0447
01/04/2003,Morelos,96.0133
01/07/2003,Morelos,98.1532
01/10/2003,Morelos,96.9521
01/01/2004,Morelos,90.7133
01/04/2004,Morelos,114.6308
01/07/2004,Morelos,116.5146
01/10/2004,Morelos,111.3236
01/01/2005,Morelos,106.3381
01/04/2005,Morelos,132.1542
01/07/2005,Morelos,132.9232
01/10/2005,Morelos,133.7358
01/01/2006,Morelos,132.1375
01/04/2006,Morelos,155.9915
01/07/2006,Morelos,152.3371
01/10/2006,Morelos,147.5335
01/01/2007,Morelos,145.1718
01/04/2007,Morelos,164.0729
01/07/2007,Morelos,167.2409
01/10/2007,Morelos,158.9156
01/01/2008,Morelos,144.1728
01/04/2008,Morelos,166.0533
01/07/2008,Morelos,157.321
01/10/2008,Morelos,155.0456
01/01/2009,Morelos,141.656
01/04/2009,Morelos,143.1162
01/07/2009,Morelos,137.3187
01/10/2009,Morelos,126.0309
01/01/2010,Morelos,131.402
01/04/2010,Morelos,150.5298
01/07/2010,Morelos,141.4435
01/10/2010,Morelos,131.4844
01/01/2011,Morelos,134.1881
01/04/2011,Morelos,156.8732
01/07/2011,Morelos,156.4467
01/10/2011,Morelos,139.3072
01/01/2012,Morelos,135.5411
01/04/2012,Morelos,161.0558
01/07/2012,Morelos,133.5706
01/10/2012,Morelos,131.0989
01/01/2013,Morelos,117.1541
01/04/2013,Morelos,140.4843
01/07/2013,Morelos,127.8268
01/10/2013,Morelos,129.0402
01/01/2014,Morelos,118.9023
01/04/2014,Morelos,142.8562
01/07/2014,Morelos,132.14
01/10/2014,Morelos,133.7646
01/01/2015,Morelos,127.7855
01/04/2015,Morelos,164.9286
01/07/2015,Morelos,143.0962
01/10/2015,Morelos,137.8687
01/01/2016,Morelos,138.6548
01/04/2016,Morelos,151.5423
01/07/2016,Morelos,144.4786
01/10/2016,Morelos,146.8549
01/01/2017,Morelos,147.7938
01/04/2017,Morelos,165.1253
01/07/2017,Morelos,164.6343
01/10/2017,Morelos,165.0631
01/01/2018,Morelos,147.0802
01/04/2018,Morelos,181.1188
01/07/2018,Morelos,169.071
01/10/2018,Morelos,179.0134
01/01/2019,Morelos,159.8714
01/04/2019,Morelos,186.6388
01/07/2019,Morelos,187.6218
01/10/2019,Morelos,176.1042
01/01/2020,Morelos,178.3393
01/04/2020,Morelos,174.198
01/07/2020,Morelos,196.7199
01/10/2020,Morelos,207.6418
01/01/2021,Morelos,201.8914
01/04/2021,Morelos,252.7726
01/01/2003,Nayarit,48.2627
01/04/2003,Nayarit,58.6294
01/07/2003,Nayarit,61.6351
01/10/2003,Nayarit,58.9999
01/01/2004,Nayarit,53.4939
01/04/2004,Nayarit,70.0164
01/07/2004,Nayarit,72.7572
01/10/2004,Nayarit,66.1352
01/01/2005,Nayarit,64.4181
01/04/2005,Nayarit,77.8645
01/07/2005,Nayarit,81.1892
01/10/2005,Nayarit,79.2144
01/01/2006,Nayarit,76.3275
01/04/2006,Nayarit,92.5076
01/07/2006,Nayarit,93.2885
01/10/2006,Nayarit,86.118
01/01/2007,Nayarit,82.4545
01/04/2007,Nayarit,96.0573
01/07/2007,Nayarit,102.5952
01/10/2007,Nayarit,94.0535
01/01/2008,Nayarit,83.3706
01/04/2008,Nayarit,98.0715
01/07/2008,Nayarit,97.3409
01/10/2008,Nayarit,97.667
01/01/2009,Nayarit,84.8838
01/04/2009,Nayarit,86.9034
01/07/2009,Nayarit,90.5033
01/10/2009,Nayarit,79.3391
01/01/2010,Nayarit,74.5696
01/04/2010,Nayarit,88.5654
01/07/2010,Nayarit,89.8966
01/10/2010,Nayarit,84.3659
01/01/2011,Nayarit,80.6943
01/04/2011,Nayarit,89.945
01/07/2011,Nayarit,98.2571
01/10/2011,Nayarit,87.4593
01/01/2012,Nayarit,80.13
01/04/2012,Nayarit,93.2212
01/07/2012,Nayarit,84.2082
01/10/2012,Nayarit,81.9581
01/01/2013,Nayarit,71.1607
01/04/2013,Nayarit,84.9164
01/07/2013,Nayarit,85.0934
01/10/2013,Nayarit,79.9077
01/01/2014,Nayarit,78.8177
01/04/2014,Nayarit,89.2461
01/07/2014,Nayarit,96.9162
01/10/2014,Nayarit,96.7934
01/01/2015,Nayarit,88.6991
01/04/2015,Nayarit,89.4095
01/07/2015,Nayarit,112.556
01/10/2015,Nayarit,101.7662
01/01/2016,Nayarit,95.316
01/04/2016,Nayarit,110.7152
01/07/2016,Nayarit,118.0538
01/10/2016,Nayarit,113.2801
01/01/2017,Nayarit,106.4665
01/04/2017,Nayarit,121.9421
01/07/2017,Nayarit,132.9309
01/10/2017,Nayarit,134.6389
01/01/2018,Nayarit,111.7381
01/04/2018,Nayarit,144.3327
01/07/2018,Nayarit,140.3713
01/10/2018,Nayarit,151.0867
01/01/2019,Nayarit,124.4215
01/04/2019,Nayarit,150.5684
01/07/2019,Nayarit,160.0953
01/10/2019,Nayarit,149.2288
01/01/2020,Nayarit,148.8044
01/04/2020,Nayarit,162.1382
01/07/2020,Nayarit,178.9731
01/10/2020,Nayarit,182.8545
01/01/2021,Nayarit,178.4192
01/04/2021,Nayarit,220.6817
01/01/2003,Nuevo León,32.2586
01/04/2003,Nuevo León,44.3049
01/07/2003,Nuevo León,56.301
01/10/2003,Nuevo León,56.3049
01/01/2004,Nuevo León,57.9099
01/04/2004,Nuevo León,80.1494
01/07/2004,Nuevo León,81.8962
01/10/2004,Nuevo León,75.8945
01/01/2005,Nuevo León,57.8435
01/04/2005,Nuevo León,74.9905
01/07/2005,Nuevo León,74.218
01/10/2005,Nuevo León,76.9313
01/01/2006,Nuevo León,78.4932
01/04/2006,Nuevo León,91.8939
01/07/2006,Nuevo León,88.9527
01/10/2006,Nuevo León,83.2128
01/01/2007,Nuevo León,74.1641
01/04/2007,Nuevo León,86.0045
01/07/2007,Nuevo León,85.7137
01/10/2007,Nuevo León,81.1827
01/01/2008,Nuevo León,74.9587
01/04/2008,Nuevo León,88.1786
01/07/2008,Nuevo León,81.287
01/10/2008,Nuevo León,79.3452
01/01/2009,Nuevo León,74.5152
01/04/2009,Nuevo León,76.5365
01/07/2009,Nuevo León,74.5311
01/10/2009,Nuevo León,67.4087
01/01/2010,Nuevo León,67.0188
01/04/2010,Nuevo León,75.0238
01/07/2010,Nuevo León,72.3992
01/10/2010,Nuevo León,69.5411
01/01/2011,Nuevo León,67.9952
01/04/2011,Nuevo León,81.4405
01/07/2011,Nuevo León,82.3149
01/10/2011,Nuevo León,77.1726
01/01/2012,Nuevo León,80.0014
01/04/2012,Nuevo León,92.7648
01/07/2012,Nuevo León,86.5519
01/10/2012,Nuevo León,80.7077
01/01/2013,Nuevo León,149.5409
01/04/2013,Nuevo León,156.023
01/07/2013,Nuevo León,148.1569
01/10/2013,Nuevo León,143.4316
01/01/2014,Nuevo León,139.8149
01/04/2014,Nuevo León,157.4373
01/07/2014,Nuevo León,158.1318
01/10/2014,Nuevo León,159.0881
01/01/2015,Nuevo León,148.3241
01/04/2015,Nuevo León,170.7373
01/07/2015,Nuevo León,169.3985
01/10/2015,Nuevo León,160.1616
01/01/2016,Nuevo León,158.1854
01/04/2016,Nuevo León,166.9308
01/07/2016,Nuevo León,158.8292
01/10/2016,Nuevo León,172.0127
01/01/2017,Nuevo León,202.8555
01/04/2017,Nuevo León,222.0804
01/07/2017,Nuevo León,220.7503
01/10/2017,Nuevo León,232.9164
01/01/2018,Nuevo León,213.5261
01/04/2018,Nuevo León,262.1962
01/07/2018,Nuevo León,238.471
01/10/2018,Nuevo León,239.8541
01/01/2019,Nuevo León,217.0341
01/04/2019,Nuevo León,255.8365
01/07/2019,Nuevo León,251.5108
01/10/2019,Nuevo León,235.8402
01/01/2020,Nuevo León,232.6416
01/04/2020,Nuevo León,247.2289
01/07/2020,Nuevo León,275.234
01/10/2020,Nuevo León,269.3184
01/01/2021,Nuevo León,262.3616
01/04/2021,Nuevo León,335.7915
01/01/2003,Oaxaca,160.9013
01/04/2003,Oaxaca,202.4293
01/07/2003,Oaxaca,216.9036
01/10/2003,Oaxaca,206.8831
01/01/2004,Oaxaca,185.4422
01/04/2004,Oaxaca,258.8522
01/07/2004,Oaxaca,269.0563
01/10/2004,Oaxaca,235.5084
01/01/2005,Oaxaca,215.4248
01/04/2005,Oaxaca,283.3189
01/07/2005,Oaxaca,296.3175
01/10/2005,Oaxaca,285.1875
01/01/2006,Oaxaca,287.9489
01/04/2006,Oaxaca,374.2358
01/07/2006,Oaxaca,363.359
01/10/2006,Oaxaca,334.6353
01/01/2007,Oaxaca,328.5859
01/04/2007,Oaxaca,395.6861
01/07/2007,Oaxaca,424.5006
01/10/2007,Oaxaca,368.6358
01/01/2008,Oaxaca,328.6822
01/04/2008,Oaxaca,402.0048
01/07/2008,Oaxaca,395.7189
01/10/2008,Oaxaca,395.842
01/01/2009,Oaxaca,324.5803
01/04/2009,Oaxaca,344.6705
01/07/2009,Oaxaca,339.9189
01/10/2009,Oaxaca,289.2979
01/01/2010,Oaxaca,281.1539
01/04/2010,Oaxaca,362.3867
01/07/2010,Oaxaca,350.2263
01/10/2010,Oaxaca,302.772
01/01/2011,Oaxaca,300.9076
01/04/2011,Oaxaca,378.2811
01/07/2011,Oaxaca,404.243
01/10/2011,Oaxaca,343.9532
01/01/2012,Oaxaca,319.0677
01/04/2012,Oaxaca,419.3346
01/07/2012,Oaxaca,327.5564
01/10/2012,Oaxaca,300.262
01/01/2013,Oaxaca,263.0254
01/04/2013,Oaxaca,319.2475
01/07/2013,Oaxaca,292.9603
01/10/2013,Oaxaca,275.6343
01/01/2014,Oaxaca,280.0083
01/04/2014,Oaxaca,307.7096
01/07/2014,Oaxaca,312.4469
01/10/2014,Oaxaca,314.629
01/01/2015,Oaxaca,307.5909
01/04/2015,Oaxaca,301.8868
01/07/2015,Oaxaca,344.0706
01/10/2015,Oaxaca,309.4014
01/01/2016,Oaxaca,324.6495
01/04/2016,Oaxaca,361.7344
01/07/2016,Oaxaca,361.745
01/10/2016,Oaxaca,372.0665
01/01/2017,Oaxaca,377.1089
01/04/2017,Oaxaca,385.5806
01/07/2017,Oaxaca,379.6599
01/10/2017,Oaxaca,391.8477
01/01/2018,Oaxaca,367.9059
01/04/2018,Oaxaca,475.9114
01/07/2018,Oaxaca,427.5236
01/10/2018,Oaxaca,465.5024
01/01/2019,Oaxaca,399.7735
01/04/2019,Oaxaca,472.6973
01/07/2019,Oaxaca,502.1831
01/10/2019,Oaxaca,448.748
01/01/2020,Oaxaca,484.2797
01/04/2020,Oaxaca,419.5818
01/07/2020,Oaxaca,502.4512
01/10/2020,Oaxaca,491.2529
01/01/2021,Oaxaca,496.0508
01/04/2021,Oaxaca,600.155
01/01/2003,Puebla,182.1825
01/04/2003,Puebla,219.0562
01/07/2003,Puebla,229.5919
01/10/2003,Puebla,223.0519
01/01/2004,Puebla,201.2476
01/04/2004,Puebla,272.226
01/07/2004,Puebla,276.8143
01/10/2004,Puebla,258.7673
01/01/2005,Puebla,235.7881
01/04/2005,Puebla,308.9204
01/07/2005,Puebla,320.9896
01/10/2005,Puebla,316.3653
01/01/2006,Puebla,314.3171
01/04/2006,Puebla,397.6006
01/07/2006,Puebla,394.7749
01/10/2006,Puebla,375.8809
01/01/2007,Puebla,358.7589
01/04/2007,Puebla,422.1417
01/07/2007,Puebla,433.1124
01/10/2007,Puebla,403.5465
01/01/2008,Puebla,363.2023
01/04/2008,Puebla,435.7338
01/07/2008,Puebla,419.2047
01/10/2008,Puebla,397.5314
01/01/2009,Puebla,338.9855
01/04/2009,Puebla,361.2579
01/07/2009,Puebla,355.8649
01/10/2009,Puebla,318.7751
01/01/2010,Puebla,302.6101
01/04/2010,Puebla,374.2941
01/07/2010,Puebla,362.2044
01/10/2010,Puebla,332.1136
01/01/2011,Puebla,331.7859
01/04/2011,Puebla,394.7723
01/07/2011,Puebla,395.5674
01/10/2011,Puebla,347.5139
01/01/2012,Puebla,334.4652
01/04/2012,Puebla,400.2807
01/07/2012,Puebla,336.14
01/10/2012,Puebla,332.3597
01/01/2013,Puebla,305.1962
01/04/2013,Puebla,367.3534
01/07/2013,Puebla,338.8133
01/10/2013,Puebla,323.1965
01/01/2014,Puebla,308.8254
01/04/2014,Puebla,346.1508
01/07/2014,Puebla,343.194
01/10/2014,Puebla,340.4795
01/01/2015,Puebla,319.8477
01/04/2015,Puebla,319.0819
01/07/2015,Puebla,357.3936
01/10/2015,Puebla,339.2558
01/01/2016,Puebla,340.1755
01/04/2016,Puebla,376.9058
01/07/2016,Puebla,368.5921
01/10/2016,Puebla,373.8324
01/01/2017,Puebla,382.4452
01/04/2017,Puebla,409.4369
01/07/2017,Puebla,406.0648
01/10/2017,Puebla,416.0638
01/01/2018,Puebla,380.7379
01/04/2018,Puebla,457.3606
01/07/2018,Puebla,429.6951
01/10/2018,Puebla,437.721
01/01/2019,Puebla,398.4526
01/04/2019,Puebla,463.8782
01/07/2019,Puebla,474.8643
01/10/2019,Puebla,444.9144
01/01/2020,Puebla,440.9793
01/04/2020,Puebla,405.3347
01/07/2020,Puebla,538.5203
01/10/2020,Puebla,488.0359
01/01/2021,Puebla,438.0807
01/04/2021,Puebla,526.5594
01/01/2003,Querétaro,56.5911
